index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
sauter à pieds joints dans les pneus	sauter à pieds joints dans les pneus	37968	37968.png	verb,physical exercise	1	True	False	False	False	False	True	False	0
sauter à pieds joints de chaque coté de la corde	sauter à pieds joints de chaque coté de la corde	37954	37954.png	verb,physical exercise	1	True	False	False	False	False	True	False	0
sauter à pieds joints de pneu en pneu	sauter à pieds joints de pneu en pneu	37968	37968.png	verb,physical exercise	1	True	False	False	False	False	True	False	0
sauterelle	sauterelle	2805,25407	2805.png,25407.png	herbivorous,insect,oviparous,terrestrial animal,wild animal:herbivorous,insect,oviparous,terrestrial animal,wild animal	0,0	False,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
sauterelles	sauterelles	2805,25407	2805.png,25407.png	herbivorous,insect,oviparous,terrestrial animal,wild animal:herbivorous,insect,oviparous,terrestrial animal,wild animal	0,0	False,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
sauteur de vase atlantique	sauteur de vase atlantique	38326	38326.png	fish-animal,marine animal,river animal,terrestrial animal,carnivorous,oviparous	0	False	False	False	False	False	False	False	0
sauteurs de vase atlantiques	sauteurs de vase atlantiques	38326	38326.png	fish-animal,marine animal,river animal,terrestrial animal,carnivorous,oviparous	0	False	False	False	False	False	False	False	0
sauts en hauteur	sauts en hauteur	37300	37300.png	olympic games,sport modality,athletics	0	False	False	False	False	False	True	True	0
sauts en longueur	sauts en longueur	37303	37303.png	olympic games,sport modality,athletics	0	False	False	False	False	False	True	True	0
sauts à la perche	sauts à la perche	37306	37306.png	olympic games,sport modality,athletics	0	False	False	False	False	False	True	True	0
sauvage	sauvage	7237	7237.png	qualifying adjective,natural habitat,wild animal	0	False	False	False	False	False	False	False	0
sauver	sauver	9046,10178,38316	9046.png,10178.png,38316.png	verb,swimming pool:verb:verb,swimming pool	1,1,1	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,False,False	0,0,0
sauveteur	sauveteur	29117,29118,29119	29117.png,29118.png,29119.png	professional,beach:professional,swimming,swimming pool:professional,swimming,swimming pool,beach	0,0,0	True,True,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
sauveteurs	sauveteurs	29117,29118,29119	29117.png,29118.png,29119.png	professional,beach:professional,swimming,swimming pool:professional,swimming,swimming pool,beach	0,0,0	True,True,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
sauveteuse	sauveteuse	11378	11378.png	professional,swimming,swimming pool	0	False	False	False	False	False	True	True	0
sauveteuses	sauveteuses	11378	11378.png	professional,swimming,swimming pool	0	False	False	False	False	False	True	True	0
sav	sav	38533,38533	38533.png,38533.png	personal services,mass media,telecommunication:personal services,mass media,telecommunication	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
savane	savane	5567	5567.png	natural habitat	0	False	False	False	False	False	False	False	0
savanes	savanes	5567	5567.png	natural habitat	0	False	False	False	False	False	False	False	0
savate	savate	8343	8343.png	footwear,swimming	0	False	False	False	False	False	False	False	0
savates	savates	8343	8343.png	footwear,swimming	0	False	False	False	False	False	False	False	0
savoir	savoir	9034,16885,26405	9034.png,16885.png,26405.png	verb,students:usual verbs,students,core vocabulary-communication,core vocabulary-education:verb,students	1,0,1	False,True,False	False,False,False	False,False,False	False,True,False	False,False,False	True,True,True	True,False,True	0,0,0
savon	savon	2964,6547,8094,25171	2964.png,6547.png,8094.png,25171.png	hygiene product,routine:verb,corporal hygiene,hygiene product,routine:hygiene product,routine,core vocabulary-object,core vocabulary-living being:hygiene product,routine	0,1,0,0	False,False,False,True	False,False,False,False	False,False,False,False	False,False,True,False	False,False,True,False	False,True,False,False	False,False,False,False	0,0,0,0
savon de vaisselle	savon de vaisselle	30936	30936.png	cleaning product	0	False	False	False	False	False	False	False	0
savon liquide	savon liquide	3335	3335.png	hygiene product,routine	0	False	False	False	False	False	False	False	0
savon mousse	savon mousse	6547	6547.png	verb,corporal hygiene,hygiene product,routine	1	False	False	False	False	False	True	False	0
savonner	savonner	34846,36910	34846.png,36910.png	usual verbs,core vocabulary-communication:verb,corporal hygiene,hygiene product,routine	0,1	True,False	False,False	False,False	True,False	False,False	True,True	False,False	0,0
savonner le visage	savonner le visage	4939,28621,31991	4939.png,28621.png,31991.png	verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine	1,1,1	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,True,True	0,0,0
savonner les cheveux	savonner les cheveux	8615,26945,38555	8615.png,26945.png,38555.png	verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine,feeding	1,1,1	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
savonner les mains	savonner les mains	29210,30506,35977	29210.png,30506.png,35977.png	verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine	1,1,1	False,True,False	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
savons	savons	2964,6547,8094,25171	2964.png,6547.png,8094.png,25171.png	hygiene product,routine:verb,corporal hygiene,hygiene product,routine:hygiene product,routine,core vocabulary-object,core vocabulary-living being:hygiene product,routine	0,1,0,0	False,False,False,True	False,False,False,False	False,False,False,False	False,False,True,False	False,False,True,False	False,True,False,False	False,False,False,False	0,0,0,0
savons de vaisselle	savons de vaisselle	30936	30936.png	cleaning product	0	False	False	False	False	False	False	False	0
savons liquides	savons liquides	3335	3335.png	hygiene product,routine	0	False	False	False	False	False	False	False	0
savons mousses	savons mousses	6547	6547.png	verb,corporal hygiene,hygiene product,routine	1	False	False	False	False	False	True	False	0
savoureux	savoureux	32340,32340	32340.png,32340.png	qualifying adjective,taste:qualifying adjective,taste	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
saxophone	saxophone	2559	2559.png	wind instrument	0	False	False	False	False	False	False	False	0
saxophones	saxophones	2559	2559.png	wind instrument	0	False	False	False	False	False	False	False	0
saxophoniste	saxophoniste	24396	24396.png	musical artist,professional artist,wind instrument	0	False	False	False	False	False	True	False	0
saxophonistes	saxophonistes	24396	24396.png	musical artist,professional artist,wind instrument	0	False	False	False	False	False	True	False	0
scalpel	scalpel	9168	9168.png	medical equipment	0	False	False	False	False	False	False	False	0
scalpels	scalpels	9168	9168.png	medical equipment	0	False	False	False	False	False	False	False	0
scandinavie	scandinavie	34069	34069.png	region	0	False	False	False	False	False	False	False	0
scanner	scanner	9153,30705	9153.png,30705.png	hardware:medical device	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scanner de sécurité	scanner de sécurité	31076,31088	31076.png,31088.png	building facility,security and defense:building facility,security and defense	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
scanner à rayons x	scanner à rayons x	31076,31088	31076.png,31088.png	building facility,security and defense:building facility,security and defense	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
scanners	scanners	9153,30705	9153.png,30705.png	hardware:medical device	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scanners de sécurité	scanners de sécurité	31076,31088	31076.png,31088.png	building facility,security and defense:building facility,security and defense	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
scanners à rayons x	scanners à rayons x	31076,31088	31076.png,31088.png	building facility,security and defense:building facility,security and defense	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
scaphandrier	scaphandrier	3068	3068.png	professional	0	False	False	False	False	False	False	True	0
scaphandriers	scaphandriers	3068	3068.png	professional	0	False	False	False	False	False	False	True	0
scarabée	scarabée	3301	3301.png	omnivorous,insect,oviparous,terrestrial animal	0	False	False	False	False	False	False	False	0
scarabées	scarabées	3301	3301.png	omnivorous,insect,oviparous,terrestrial animal	0	False	False	False	False	False	False	False	0
scarole	scarole	26067	26067.png	vegetable,herbaceous plant	0	False	False	False	False	False	False	False	0
scaroles	scaroles	26067	26067.png	vegetable,herbaceous plant	0	False	False	False	False	False	False	False	0
schéma	schéma	35947,35947	35947.png,35947.png	painting:painting	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
schéma conceptuel	schéma conceptuel	38143	38143.png	educational task	0	True	False	False	False	False	False	False	0
schémas conceptuels	schémas conceptuels	38143	38143.png	educational task	0	True	False	False	False	False	False	False	0
scialytique dentaire	scialytique dentaire	35225	35225.png	medical device,odontology	0	False	False	False	False	False	False	False	0
scialytiques dentaires	scialytiques dentaires	35225	35225.png	medical device,odontology	0	False	False	False	False	False	False	False	0
scie	scie	2799,5586,5587,5588	2799.png,5586.png,5587.png,5588.png	work tool,carpentry:work tool,carpentry:work tool,carpentry:work tool,carpentry	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	0,0,0,0
scie sauteuse	scie sauteuse	5586	5586.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scie table	scie table	5587	5587.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scie à chantourner	scie à chantourner	5588	5588.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scie à main	scie à main	2799	2799.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scie à onglet	scie à onglet	5491	5491.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scie à plâtre	scie à plâtre	38065	38065.png	medical device	0	False	False	False	False	False	False	False	0
scie électrique	scie électrique	5491	5491.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
sciences de la nature	sciences de la nature	9820,32542,35437,35437	9820.png,32542.png,35437.png,35437.png	educational material,library science:subject,core vocabulary-education:subject:subject	0,0,0,0	False,True,False,False	False,False,False,False	False,False,False,False	False,True,False,False	False,False,False,False	False,True,True,True	False,False,False,False	0,0,0,0
sciences naturelles	sciences naturelles	32542,35437,35437	32542.png,35437.png,35437.png	subject,core vocabulary-education:subject:subject	0,0,0	True,False,False	False,False,False	False,False,False	True,False,False	False,False,False	True,True,True	False,False,False	0,0,0
sciences sociales	sciences sociales	9823,35402,35402,35401,35401	9823.png,35402.png,35402.png,35401.png,35401.png	educational material,library science:subject:subject:subject:subject	0,0,0,0,0	False,True,True,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,False,False,False,False	False,True,True,True,True	False,False,False,False,False	0,0,0,0,0
sciences économiques	sciences économiques	36364,36364	36364.png,36364.png	subject:subject	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scientifique	scientifique	8076,11217	8076.png,11217.png	professional,chemistry,biology:professional,chemistry,biology	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scientifiques	scientifiques	8076,11217	8076.png,11217.png	professional,chemistry,biology:professional,chemistry,biology	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scier	scier	2800,25447,25448,25449	2800.png,25447.png,25448.png,25449.png	verb,work tool,carpentry:verb,work tool,carpentry:verb,work tool,carpentry:verb,work tool,carpentry	1,1,1,1	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	False,False,False,False	0,0,0,0
scies	scies	2799,5586,5587,5588	2799.png,5586.png,5587.png,5588.png	work tool,carpentry:work tool,carpentry:work tool,carpentry:work tool,carpentry	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	0,0,0,0
scies sauteuses	scies sauteuses	5586	5586.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scies tables	scies tables	5587	5587.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scies à chantourner	scies à chantourner	5588	5588.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scies à main	scies à main	2799	2799.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scies à onglet	scies à onglet	5491	5491.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
scies à plâtre	scies à plâtre	38065	38065.png	medical device	0	False	False	False	False	False	False	False	0
scies électriques	scies électriques	5491	5491.png	work tool,carpentry	0	False	False	False	False	False	False	False	0
sclérotique	sclérotique	9102	9102.png	human anatomy,visual system,ophthalmology	0	False	False	False	False	False	True	False	0
sclérotiques	sclérotiques	9102	9102.png	human anatomy,visual system,ophthalmology	0	False	False	False	False	False	True	False	0
scolarisation	scolarisation	38021	38021.png	verb,education,educational task	1	True	False	False	False	False	True	False	0
scolarisations	scolarisations	38021	38021.png	verb,education,educational task	1	True	False	False	False	False	True	False	0
scolarité	scolarité	38021	38021.png	verb,education,educational task	1	True	False	False	False	False	True	False	0
scolarités	scolarités	38021	38021.png	verb,education,educational task	1	True	False	False	False	False	True	False	0
scoliose	scoliose	32681	32681.png	disease	0	False	False	False	False	False	True	False	0
scolioses	scolioses	32681	32681.png	disease	0	False	False	False	False	False	True	False	0
scooter	scooter	28167	28167.png	land transport	0	False	False	False	False	False	False	False	0
scooter électrique	scooter électrique	38371	38371.png	orthopedic product,land transport	0	False	False	False	False	False	False	False	0
scooter électrique pour personne handicapée	scooter électrique pour personne handicapée	38371,38371	38371.png,38371.png	orthopedic product,land transport:orthopedic product,land transport	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scooters	scooters	28167	28167.png	land transport	0	False	False	False	False	False	False	False	0
scooters électriques	scooters électriques	38371	38371.png	orthopedic product,land transport	0	False	False	False	False	False	False	False	0
scooters électriques pour personne handicapée	scooters électriques pour personne handicapée	38371	38371.png	orthopedic product,land transport	0	False	False	False	False	False	False	False	0
scooters électriques pour personnes handicapées	scooters électriques pour personnes handicapées	38371	38371.png	orthopedic product,land transport	0	False	False	False	False	False	False	False	0
score	score	19531,19533	19531.png,19533.png	verb,sport event,football:verb,sport event,football	1,1	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scores	scores	19531,19533	19531.png,19533.png	verb,sport event,football:verb,sport event,football	1,1	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scorpion	scorpion	8564	8564.png	carnivorous,arachnid,ovoviviparous,terrestrial animal,wild animal	0	False	False	False	False	False	False	False	0
scorpion de mer	scorpion de mer	37596	37596.png	carnivorous,fish-animal,oviparous,marine animal,fishing	0	False	False	False	False	False	False	False	0
scorpions	scorpions	8564	8564.png	carnivorous,arachnid,ovoviviparous,terrestrial animal,wild animal	0	False	False	False	False	False	False	False	0
scorpions de mer	scorpions de mer	37596	37596.png	carnivorous,fish-animal,oviparous,marine animal,fishing	0	False	False	False	False	False	False	False	0
scotch	scotch	2325,34047	2325.png,34047.png	educational material:educational material	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scotchs	scotchs	34047	34047.png	educational material	0	False	False	False	False	False	False	False	0
scotome	scotome	31734,32005	31734.png,32005.png	symptom,ophthalmology:symptom,ophthalmology	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scotomes	scotomes	31734,32005	31734.png,32005.png	symptom,ophthalmology:symptom,ophthalmology	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scout	scout	28053,28054,28866,28865	28053.png,28054.png,28866.png,28865.png	outdoor activity,group:outdoor activity,group:outdoor activity:outdoor activity	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	True,True,True,True	0,0,0,0
scoute	scoute	28054,28866	28054.png,28866.png	outdoor activity,group:outdoor activity	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scoutes	scoutes	28054,28866	28054.png,28866.png	outdoor activity,group:outdoor activity	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
scouts	scouts	28053,28054,28866,28865	28053.png,28054.png,28866.png,28865.png	outdoor activity,group:outdoor activity,group:outdoor activity:outdoor activity	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	True,True,True,True	0,0,0,0
scratch	scratch	3408,3408	3408.png,3408.png	work tool,clothing industry:work tool,clothing industry	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
scruter	scruter	8718,16907	8718.png,16907.png	verb:verb	1,1	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
sculpter	sculpter	8566,32786,35083,35084	8566.png,32786.png,35083.png,35084.png	sculpture,verb:sculpture,verb:sculpture,verb:sculpture,verb	1,1,1,1	False,True,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	False,False,True,True	0,0,0,0
sculpteur	sculpteur	35077,35078	35077.png,35078.png	visual artist,professional artist,sculpture:visual artist,professional artist,sculpture	0,0	True,False	False,False	False,False	False,False	False,False	True,True	False,True	0,0
sculpteurs	sculpteurs	35077,35078	35077.png,35078.png	visual artist,professional artist,sculpture:visual artist,professional artist,sculpture	0,0	True,False	False,False	False,False	False,False	False,False	True,True	False,True	0,0
sculptrice	sculptrice	35081	35081.png	visual artist,professional artist,sculpture	0	False	False	False	False	False	True	True	0
sculptrices	sculptrices	35081	35081.png	visual artist,professional artist,sculpture	0	False	False	False	False	False	True	True	0
sculpture	sculpture	8567	8567.png	sculpture	0	False	False	False	False	False	False	False	0
sculpture de ballons	sculpture de ballons	35495	35495.png	hobby	0	False	False	False	False	False	True	False	0
sculptures	sculptures	8567	8567.png	sculpture	0	False	False	False	False	False	False	False	0
sculptures de ballons	sculptures de ballons	35495	35495.png	hobby	0	False	False	False	False	False	True	False	0
scène	scène	8106	8106.png	show,scenic art	0	False	False	False	False	False	False	False	0
scène de la nativité	scène de la nativité	5089	5089.png	religious place,christianity,christmas	0	False	False	False	False	False	False	False	0
scène du crime	scène du crime	36019	36019.png	crime	0	True	False	True	False	False	True	False	0
scènes	scènes	8106	8106.png	show,scenic art	0	False	False	False	False	False	False	False	0
scènes de crime	scènes de crime	36019	36019.png	crime	0	True	False	True	False	False	True	False	0
scènes de la nativité	scènes de la nativité	5089	5089.png	religious place,christianity,christmas	0	False	False	False	False	False	False	False	0
scélérat	scélérat	4690,32526,32652	4690.png,32526.png,32652.png	qualifying adjective:qualifying adjective,christianity:qualifying adjective,disruptive behavior	0,0,0	False,True,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
scélérats	scélérats	32526,32652	32526.png,32652.png	qualifying adjective,christianity:qualifying adjective,disruptive behavior	0,0	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
sdf	sdf	4723,10209	4723.png,10209.png	qualifying adjective,economy:qualifying adjective,economy	0,0	False,False	False,False	False,False	False,False	False,False	True,True	True,False	0,0
sdfs	sdfs	4723	4723.png	qualifying adjective,economy	0	False	False	False	False	False	True	True	0
se	se	28095	28095.png	physical geography	0	True	False	False	False	False	False	False	0
se bagarrer	se bagarrer	34492,37786	34492.png,37786.png	verb,disruptive behavior:verb,disruptive behavior	1,1	False,True	False,False	True,True	False,False	False,False	True,True	True,False	0,0
se baigner	se baigner	2271,6058,25843,25844,25845,36349	2271.png,6058.png,25843.png,25844.png,25845.png,36349.png	verb,corporal hygiene:verb,corporal hygiene,usual verbs,core vocabulary-communication,core vocabulary-living being:verb,swimming pool:verb,swimming pool:verb,swimming pool:verb,corporal hygiene	1,1,1,1,1,1	False,True,False,False,True,False	False,False,False,False,False,False	False,False,False,False,False,False	False,True,False,False,False,False	False,False,False,False,False,False	True,True,True,True,True,True	True,False,True,True,False,True	0,0,0,0,0,0
se baigner dans une piscine gonflable	se baigner dans une piscine gonflable	37263	37263.png	verb,toy	1	True	False	False	False	False	True	False	0
se baisser	se baisser	6033,16437,29672	6033.png,16437.png,29672.png	physical exercise,body position:verb,physical exercise,body position:physical exercise,body position	0,1,0	False,True,False	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,False,True	0,0,0
se balade	se balade	8651	8651.png	verb	1	False	False	False	False	False	True	False	0
se balader	se balader	8649,29951,29952	8649.png,29951.png,29952.png	usual verbs,core vocabulary-communication:usual verbs,core vocabulary-communication:verb	0,0,1	True,True,True	False,False,False	False,False,False	True,True,False	False,False,False	True,True,True	False,False,False	0,0,0
se balader en vélo	se balader en vélo	6045	6045.png	usual verbs,outdoor activity,land transport,healthy habit,core vocabulary-knowledge	0	True	False	False	True	False	True	False	0
se balancer	se balancer	5430,6455,36881,36882,37014,37720,38014	5430.png,6455.png,36881.png,36882.png,37014.png,37720.png,38014.png	verb,playground:verb,playground:disruptive behavior:disruptive behavior:verb,playground:verb,playground:verb,sensory stimulation material,physiotherapy equipment	1,1,0,0,1,1,1	False,True,False,False,False,True,True	False,False,False,False,False,False,False	False,False,False,False,False,False,False	False,False,False,False,False,False,False	False,False,False,False,False,False,False	True,True,True,True,True,True,True	True,False,True,True,True,False,False	0,0,0,0,0,0,0
se balancer sur sa chaise	se balancer sur sa chaise	37356	37356.png	verb,disruptive behavior	1	False	False	False	False	False	True	False	0
se battre	se battre	9007,24254,34492,37373	9007.png,24254.png,34492.png,37373.png	olympic games,sport modality:verb,disruptive behavior:verb,disruptive behavior:verb,disruptive behavior,core vocabulary-communication,core vocabulary-knowledge	0,1,1,1	False,False,False,True	False,False,False,False	False,True,True,False	False,False,False,True	False,False,False,False	True,True,True,True	True,True,True,False	0,0,0,0
se blesser	se blesser	35587	35587.png	disruptive behavior	0	True	False	False	False	False	True	False	0
se boucher les narines	se boucher les narines	37680	37680.png	verb	1	True	False	False	False	False	True	False	0
se brosser les dents	se brosser les dents	2326,6971,27489,31880	2326.png,6971.png,27489.png,31880.png	verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine:verb,corporal hygiene,hygiene product,routine	1,1,1,1	False,True,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	False,False,True,True	0,0,0,0
se brosser les ongles	se brosser les ongles	29040	29040.png	verb,corporal hygiene,hygiene product,routine	1	False	False	False	False	False	True	False	0
se cacher	se cacher	4642,6493	4642.png,6493.png	verb:verb,usual verbs,core vocabulary-communication	1,1	False,True	False,False	False,False	False,True	False,False	True,True	True,False	0,0
se cacher sous la table	se cacher sous la table	38310	38310.png	verb,routine,natural disaster	1	True	False	False	False	False	True	False	0
se calmer	se calmer	32780,36688	32780.png,36688.png	verb,feeling,healthy habit:verb,feeling,healthy habit	1,1	True,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
se chamailler	se chamailler	4634	4634.png	verb,disruptive behavior	1	False	False	False	False	False	True	True	0
se chausser	se chausser	14534	14534.png	verb,footwear,routine	1	False	False	False	False	False	True	False	0
se cogner	se cogner	31069	31069.png	verb,work accident	1	True	False	False	False	False	True	False	0
se cogner la tête	se cogner la tête	31069	31069.png	verb,work accident	1	True	False	False	False	False	True	False	0
se coiffer	se coiffer	2512	2512.png	verb,corporal hygiene,hygiene product,hairdresser,routine	1	False	False	False	False	False	True	True	0
se condenser	se condenser	36027	36027.png	verb,physics	1	True	False	False	False	False	False	False	0
se confesser	se confesser	30870	30870.png	christianity,verb	1	True	False	False	False	False	True	False	0
se connecter	se connecter	27399	27399.png	verb,computing,mass media	1	True	False	False	False	False	False	False	0
se coucher	se coucher	3176,3176,4553,6027,29660,37222	3176.png,3176.png,4553.png,6027.png,29660.png,37222.png	verb,day time:verb,day time:verb,routine,furniture:usual verbs,routine,core vocabulary-communication,core vocabulary-living being:verb,physical exercise:verb,routine,furniture	1,1,1,0,1,1	False,False,False,True,False,False	False,False,False,False,False,False	False,False,False,False,False,False	False,False,False,True,False,False	False,False,False,False,False,False	False,False,True,True,True,True	False,False,True,False,True,True	0,0,0,0,0,0
se couper	se couper	21565	21565.png	verb,disruptive behavior	1	False	False	False	False	False	True	False	0
se couper les ongles	se couper les ongles	10152,10153	10152.png,10153.png	verb,corporal hygiene,hygiene product:verb,corporal hygiene,hygiene product,routine	1,1	False,False	False,False	False,False	False,False	False,False	True,True	False,False	0,0
se couvrir	se couvrir	34383,34896	34383.png,34896.png	verb,atmospheric phenomena,core vocabulary-communication,core vocabulary-knowledge:verb,atmospheric phenomena	1,1	True,False	False,False	False,False	True,False	False,False	False,False	False,False	0,0
se curer le nez	se curer le nez	15722,16821	15722.png,16821.png	verb,disruptive behavior:verb,disruptive behavior	1,1	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
se demander	se demander	32156	32156.png	verb	1	False	False	False	False	False	True	True	0
se disputer	se disputer	4634,6477,37786	4634.png,6477.png,37786.png	verb,disruptive behavior:verb,disruptive behavior:verb,disruptive behavior	1,1,1	False,True,True	False,False,False	False,True,True	False,False,False	False,False,False	True,True,True	True,False,False	0,0,0
se doucher	se doucher	2371,26803,27728,32162	2371.png,26803.png,27728.png,32162.png	verb,corporal hygiene,routine:usual verbs,corporal hygiene,routine,core vocabulary-communication,core vocabulary-living being:verb,corporal hygiene,routine:verb,corporal hygiene,routine	1,0,1,1	False,True,False,False	False,False,False,False	False,False,False,False	False,True,False,False	False,False,False,False	True,True,True,True	False,False,True,True	0,0,0,0
se droguer	se droguer	8095	8095.png	verb,drug addiction	1	False	False	False	False	False	True	False	0
se déconfiner	se déconfiner	36756	36756.png	prevention measure,covid-19	0	True	False	False	False	False	True	False	0
se déconnecter	se déconnecter	27402	27402.png	verb,computing,mass media	1	True	False	False	False	False	False	False	0
se déconnecter d'internet	se déconnecter d'internet	27402	27402.png	verb,computing,mass media	1	True	False	False	False	False	False	False	0
se déplacer	se déplacer	21395,24819	21395.png,24819.png	verb:movement	1,0	False,True	False,False	False,False	False,False	False,False	True,True	False,False	0,0
se déplacer avec les bras	se déplacer avec les bras	37977	37977.png	verb,physical exercise,sport material	1	True	False	False	False	False	True	False	0
se déplacer en fauteuil	se déplacer en fauteuil	32500,32501	32500.png,32501.png	verb:verb	1,1	False,False	False,False	False,False	False,False	False,False	True,True	True,True	0,0
se déplacer en fauteuil roulant	se déplacer en fauteuil roulant	35715	35715.png	verb	1	True	False	False	False	False	True	False	0
se déplacer le long du bord de la piscine	se déplacer le long du bord de la piscine	37292	37292.png	verb,swimming	1	True	False	False	False	False	True	False	0
se déplacer sur le sol	se déplacer sur le sol	37089	37089.png	verb,physical exercise	1	True	False	False	False	False	True	False	0
se déshabiller	se déshabiller	11232,11233,15371,27049,34019,35099,37421	11232.png,11233.png,15371.png,27049.png,34019.png,35099.png,37421.png	verb,clothes,routine:usual verbs,basic needs,routine,core vocabulary-communication,core vocabulary-living being:verb,clothes,routine:verb,clothes,routine:verb,clothes,routine:verb,clothes:verb,clothes,routine	1,0,1,1,1,1,1	False,True,False,False,False,False,True	False,False,False,False,False,False,False	False,False,False,False,False,False,False	False,True,False,False,False,False,False	False,False,False,False,False,False,False	True,True,True,True,True,True,True	True,False,True,True,True,True,True	0,0,0,0,0,0,0
se désinfecter	se désinfecter	36760	36760.png	verb,prevention measure,covid-19	1	False	False	False	False	False	True	False	0
se désinfecter les mains	se désinfecter les mains	37030,37031,37032,37033	37030.png,37031.png,37032.png,37033.png	verb,corporal hygiene,prevention measure,covid-19,hygiene product:verb,corporal hygiene,prevention measure,covid-19,hygiene product:verb,corporal hygiene,prevention measure,covid-19,hygiene product:verb,corporal hygiene,prevention measure,covid-19,hygiene product	1,1,1,1	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	True,True,True,True	False,False,False,False	0,0,0,0
se détendre	se détendre	28649	28649.png	verb,basic needs	1	False	False	False	False	False	True	True	0
se développer	se développer	11683	11683.png	verb,physiology	1	False	False	False	False	False	True	True	0
se dévétir	se dévétir	35099	35099.png	verb,clothes	1	False	False	False	False	False	True	True	0
