index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
!	!	3417	3417.png	orthographic sign	0	True	False	False	False	False	False	False	0
""""	""""	3190	3190.png	orthographic sign	0	True	False	False	False	False	False	False	0
#	#	5095	5095.png	orthographic sign	0	True	False	False	False	False	False	False	0
$	$	5091	5091.png	foreign currency,orthographic sign	0	True	False	False	False	False	False	False	0
%	%	5093	5093.png	orthographic sign,mathematics	0	True	False	False	False	False	False	False	0
(	(	3416	3416.png	orthographic sign,mathematics	0	True	False	False	False	False	False	False	0
)	)	3419	3419.png	orthographic sign,mathematics	0	True	False	False	False	False	False	False	0
*	*	3178	3178.png	orthographic sign,mathematics	0	False	False	False	False	False	False	False	0
+	+	3220	3220.png	orthographic sign,mathematics	0	True	False	False	False	False	False	False	0
,	,	3189	3189.png	orthographic sign	0	False	False	False	False	False	False	False	0
-	-	3200	3200.png	orthographic sign,mathematics	0	True	False	False	False	False	False	False	0
.	.	3218,5921,5921,32850,32850,32848,32848,36621	3218.png,5921.png,5921.png,32850.png,32850.png,32848.png,32848.png,36621.png	orthographic sign:room,signaling system,core vocabulary-place,core vocabulary-communication:room,signaling system,core vocabulary-place,core vocabulary-communication:day time:day time:day time:day time:verb,utensil,cookery	0,0,0,0,0,0,0,1	True,True,True,True,True,True,True,False	False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False	False,True,True,False,False,False,False,False	False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,True	False,False,False,False,False,False,False,False	0,0,0,0,0,0,0,0
0	0	2626,6972,35693	2626.png,6972.png,35693.png	number:number:number	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,True,True	False,False,False	0,0,0
0:00	0:00	29468	29468.png	day hours	0	True	False	False	False	False	False	False	0
0:30	0:30	29472	29472.png	day hours	0	True	False	False	False	False	False	False	0
0:45	0:45	29528	29528.png	day hours	0	True	False	False	False	False	False	False	0
0:15	0:15	29470	29470.png	day hours	0	True	False	False	False	False	False	False	0
0h00	0h00	29468	29468.png	day hours	0	True	False	False	False	False	False	False	0
0h15	0h15	29470	29470.png	day hours	0	True	False	False	False	False	False	False	0
0h30	0h30	29472	29472.png	day hours	0	True	False	False	False	False	False	False	0
0h45	0h45	29528	29528.png	day hours	0	True	False	False	False	False	False	False	0
1	1	2627,4889,7291,35677	2627.png,4889.png,7291.png,35677.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
1 centime	1 centime	4775,4775	4775.png,4775.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
1 euro	1 euro	4776,4776	4776.png,4776.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
1, 2, 3, soleil	1, 2, 3, soleil	31193	31193.png	traditional game	0	False	False	False	False	False	True	True	0
1-2-3	1-2-3	19548	19548.png	number	0	True	False	False	False	False	False	False	0
10	10	7025,29254,35691	7025.png,29254.png,35691.png	number:number:number	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	True,False,True	False,False,False	0,0,0
10 centimes	10 centimes	4781,4781	4781.png,4781.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
10 euros	10 euros	4782,4782	4782.png,4782.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
10 jours	10 jours	32127	32127.png	unit of time	0	True	False	False	False	False	False	False	0
100	100	29256	29256.png	number	0	False	False	False	False	False	False	False	0
100 euros	100 euros	4787,4787	4787.png,4787.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
1000	1000	29258	29258.png	number	0	False	False	False	False	False	False	False	0
10:00	10:00	29454	29454.png	day hours	0	True	False	False	False	False	False	False	0
10:15	10:15	29456	29456.png	day hours	0	True	False	False	False	False	False	False	0
10:30	10:30	29458	29458.png	day hours	0	True	False	False	False	False	False	False	0
10:45	10:45	29524	29524.png	day hours	0	True	False	False	False	False	False	False	0
10h00	10h00	29454	29454.png	day hours	0	True	False	False	False	False	False	False	0
10h15	10h15	29456	29456.png	day hours	0	True	False	False	False	False	False	False	0
10h30	10h30	29458	29458.png	day hours	0	True	False	False	False	False	False	False	0
10h45	10h45	29524	29524.png	day hours	0	True	False	False	False	False	False	False	0
11	11	29260	29260.png	number	0	False	False	False	False	False	False	False	0
11:00	11:00	29460	29460.png	day hours	0	True	False	False	False	False	False	False	0
11:15	11:15	29462	29462.png	day hours	0	True	False	False	False	False	False	False	0
11:30	11:30	29464	29464.png	day hours	0	True	False	False	False	False	False	False	0
11:45	11:45	29526	29526.png	day hours	0	True	False	False	False	False	False	False	0
11h00	11h00	29460	29460.png	day hours	0	True	False	False	False	False	False	False	0
11h15	11h15	29462	29462.png	day hours	0	True	False	False	False	False	False	False	0
11h30	11h30	29464	29464.png	day hours	0	True	False	False	False	False	False	False	0
11h45	11h45	29526	29526.png	day hours	0	True	False	False	False	False	False	False	0
12	12	29262	29262.png	number	0	False	False	False	False	False	False	False	0
12:00	12:00	29468	29468.png	day hours	0	True	False	False	False	False	False	False	0
12:15	12:15	29470	29470.png	day hours	0	True	False	False	False	False	False	False	0
12:30	12:30	29472	29472.png	day hours	0	True	False	False	False	False	False	False	0
12:45	12:45	29528	29528.png	day hours	0	True	False	False	False	False	False	False	0
12h00	12h00	29468	29468.png	day hours	0	True	False	False	False	False	False	False	0
12h15	12h15	29470	29470.png	day hours	0	True	False	False	False	False	False	False	0
12h30	12h30	29472	29472.png	day hours	0	True	False	False	False	False	False	False	0
12h45	12h45	29528	29528.png	day hours	0	True	False	False	False	False	False	False	0
13	13	29264	29264.png	number	0	False	False	False	False	False	False	False	0
13:00	13:00	29452	29452.png	day hours	0	True	False	False	False	False	False	False	0
13:15	13:15	29466	29466.png	day hours	0	True	False	False	False	False	False	False	0
13:30	13:30	29474	29474.png	day hours	0	True	False	False	False	False	False	False	0
13:45	13:45	29530	29530.png	day hours	0	True	False	False	False	False	False	False	0
13h00	13h00	29452	29452.png	day hours	0	True	False	False	False	False	False	False	0
13h15	13h15	29466	29466.png	day hours	0	True	False	False	False	False	False	False	0
13h30	13h30	29474	29474.png	day hours	0	True	False	False	False	False	False	False	0
13h45	13h45	29530	29530.png	day hours	0	True	False	False	False	False	False	False	0
14	14	29266	29266.png	number	0	False	False	False	False	False	False	False	0
14:00	14:00	29476	29476.png	day hours	0	True	False	False	False	False	False	False	0
14:15	14:15	29478	29478.png	day hours	0	True	False	False	False	False	False	False	0
14:30	14:30	29480	29480.png	day hours	0	True	False	False	False	False	False	False	0
14:45	14:45	29532	29532.png	day hours	0	True	False	False	False	False	False	False	0
14h00	14h00	29476	29476.png	day hours	0	True	False	False	False	False	False	False	0
14h15	14h15	29478	29478.png	day hours	0	True	False	False	False	False	False	False	0
14h30	14h30	29480	29480.png	day hours	0	True	False	False	False	False	False	False	0
14h45	14h45	29532	29532.png	day hours	0	True	False	False	False	False	False	False	0
15	15	29268	29268.png	number	0	False	False	False	False	False	False	False	0
15:00	15:00	29482	29482.png	day hours	0	True	False	False	False	False	False	False	0
15:15	15:15	29484	29484.png	day hours	0	True	False	False	False	False	False	False	0
15:30	15:30	29486	29486.png	day hours	0	True	False	False	False	False	False	False	0
15:45	15:45	29534	29534.png	day hours	0	True	False	False	False	False	False	False	0
15h00	15h00	29482	29482.png	day hours	0	True	False	False	False	False	False	False	0
15h15	15h15	29484	29484.png	day hours	0	True	False	False	False	False	False	False	0
15h30	15h30	29486	29486.png	day hours	0	True	False	False	False	False	False	False	0
15h45	15h45	29534	29534.png	day hours	0	True	False	False	False	False	False	False	0
16	16	29270	29270.png	number	0	False	False	False	False	False	False	False	0
16:00	16:00	29488	29488.png	day hours	0	True	False	False	False	False	False	False	0
16:15	16:15	29490	29490.png	day hours	0	True	False	False	False	False	False	False	0
16:30	16:30	29492	29492.png	day hours	0	True	False	False	False	False	False	False	0
16:45	16:45	29536	29536.png	day hours	0	True	False	False	False	False	False	False	0
16h00	16h00	29488	29488.png	day hours	0	True	False	False	False	False	False	False	0
16h15	16h15	29490	29490.png	day hours	0	True	False	False	False	False	False	False	0
16h30	16h30	29492	29492.png	day hours	0	True	False	False	False	False	False	False	0
16h45	16h45	29536	29536.png	day hours	0	True	False	False	False	False	False	False	0
17	17	29272	29272.png	number	0	False	False	False	False	False	False	False	0
17:00	17:00	29494	29494.png	day hours	0	True	False	False	False	False	False	False	0
17:15	17:15	29496	29496.png	day hours	0	True	False	False	False	False	False	False	0
17:30	17:30	29498	29498.png	day hours	0	True	False	False	False	False	False	False	0
17:45	17:45	29538	29538.png	day hours	0	True	False	False	False	False	False	False	0
17h00	17h00	29494	29494.png	day hours	0	True	False	False	False	False	False	False	0
17h15	17h15	29496	29496.png	day hours	0	True	False	False	False	False	False	False	0
17h45	17h45	29538	29538.png	day hours	0	True	False	False	False	False	False	False	0
18	18	29274	29274.png	number	0	False	False	False	False	False	False	False	0
18:00	18:00	29500	29500.png	day hours	0	True	False	False	False	False	False	False	0
18:15	18:15	29502	29502.png	day hours	0	True	False	False	False	False	False	False	0
18:30	18:30	29504	29504.png	day hours	0	True	False	False	False	False	False	False	0
18:45	18:45	29540	29540.png	day hours	0	True	False	False	False	False	False	False	0
18h00	18h00	29500	29500.png	day hours	0	True	False	False	False	False	False	False	0
18h15	18h15	29502	29502.png	day hours	0	True	False	False	False	False	False	False	0
18h30	18h30	29504	29504.png	day hours	0	True	False	False	False	False	False	False	0
18h45	18h45	29540	29540.png	day hours	0	True	False	False	False	False	False	False	0
19	19	29276	29276.png	number	0	False	False	False	False	False	False	False	0
19:00	19:00	29506	29506.png	day hours	0	True	False	False	False	False	False	False	0
19:15	19:15	29508	29508.png	day hours	0	True	False	False	False	False	False	False	0
19:30	19:30	29510	29510.png	day hours	0	True	False	False	False	False	False	False	0
19h00	19h00	29506	29506.png	day hours	0	True	False	False	False	False	False	False	0
19h30	19h30	29510	29510.png	day hours	0	True	False	False	False	False	False	False	0
19h45	19h45	29542	29542.png	day hours	0	True	False	False	False	False	False	False	0
19h15	19h15	29508	29508.png	day hours	0	True	False	False	False	False	False	False	0
1:00	1:00	29452	29452.png	day hours	0	True	False	False	False	False	False	False	0
1:15	1:15	29466	29466.png	day hours	0	True	False	False	False	False	False	False	0
1:30	1:30	29474	29474.png	day hours	0	True	False	False	False	False	False	False	0
1:45	1:45	29530	29530.png	day hours	0	True	False	False	False	False	False	False	0
1/2	1/2	19570	19570.png	basic concepts	0	True	False	False	False	False	False	False	0
1/2 cuiller	1/2 cuiller	38084	38084.png	cookery	0	False	False	False	False	False	False	False	0
1/2 cuillers	1/2 cuillers	38084	38084.png	cookery	0	False	False	False	False	False	False	False	0
1/4	1/4	5436	5436.png	mathematics	0	True	False	False	False	False	False	False	0
1er janvier	1er janvier	5071	5071.png	new year	0	False	False	False	False	False	True	True	0
1h00	1h00	29452	29452.png	day hours	0	True	False	False	False	False	False	False	0
1h15	1h15	29466	29466.png	day hours	0	True	False	False	False	False	False	False	0
1h30	1h30	29474	29474.png	day hours	0	True	False	False	False	False	False	False	0
1h45	1h45	29530	29530.png	day hours	0	True	False	False	False	False	False	False	0
2	2	2628,4890,7027,35679	2628.png,4890.png,7027.png,35679.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
2 centimes	2 centimes	4777,4777	4777.png,4777.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
2 euros	2 euros	10279	10279.png	coin	0	False	False	False	False	False	False	False	0
20	20	29550	29550.png	number	0	False	False	False	False	False	False	False	0
20 centimes	20 centimes	4783,4783	4783.png,4783.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
20 euros	20 euros	4784,4784	4784.png,4784.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
200	200	29278	29278.png	number	0	False	False	False	False	False	False	False	0
200 euros	200 euros	4788,4788	4788.png,4788.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
20:00	20:00	29512	29512.png	day hours	0	True	False	False	False	False	False	False	0
20:15	20:15	29514	29514.png	day hours	0	True	False	False	False	False	False	False	0
20:30	20:30	29516	29516.png	day hours	0	True	False	False	False	False	False	False	0
20h00	20h00	29512	29512.png	day hours	0	True	False	False	False	False	False	False	0
20h15	20h15	29514	29514.png	day hours	0	True	False	False	False	False	False	False	0
20h30	20h30	29516	29516.png	day hours	0	True	False	False	False	False	False	False	0
20h45	20h45	29544	29544.png	day hours	0	True	False	False	False	False	False	False	0
21	21	29280	29280.png	number	0	False	False	False	False	False	False	False	0
21:00	21:00	29518	29518.png	day hours	0	True	False	False	False	False	False	False	0
21:15	21:15	29520	29520.png	day hours	0	True	False	False	False	False	False	False	0
21:30	21:30	29522	29522.png	day hours	0	True	False	False	False	False	False	False	0
21:45	21:45	29546	29546.png	day hours	0	True	False	False	False	False	False	False	0
21h00	21h00	29518	29518.png	day hours	0	True	False	False	False	False	False	False	0
21h15	21h15	29520	29520.png	day hours	0	True	False	False	False	False	False	False	0
21h30	21h30	29522	29522.png	day hours	0	True	False	False	False	False	False	False	0
21h45	21h45	29546	29546.png	day hours	0	True	False	False	False	False	False	False	0
22	22	29282	29282.png	number	0	False	False	False	False	False	False	False	0
22:00	22:00	29454	29454.png	day hours	0	True	False	False	False	False	False	False	0
22:15	22:15	29456	29456.png	day hours	0	True	False	False	False	False	False	False	0
22:30	22:30	29458	29458.png	day hours	0	True	False	False	False	False	False	False	0
22:45	22:45	29524	29524.png	day hours	0	True	False	False	False	False	False	False	0
22h00	22h00	29454	29454.png	day hours	0	True	False	False	False	False	False	False	0
22h15	22h15	29456	29456.png	day hours	0	True	False	False	False	False	False	False	0
22h30	22h30	29458	29458.png	day hours	0	True	False	False	False	False	False	False	0
22h45	22h45	29524	29524.png	day hours	0	True	False	False	False	False	False	False	0
23	23	29284	29284.png	number	0	False	False	False	False	False	False	False	0
23:00	23:00	29460	29460.png	day hours	0	True	False	False	False	False	False	False	0
23:15	23:15	29462	29462.png	day hours	0	True	False	False	False	False	False	False	0
23:30	23:30	29464	29464.png	day hours	0	True	False	False	False	False	False	False	0
23:45	23:45	29526	29526.png	day hours	0	True	False	False	False	False	False	False	0
23h00	23h00	29460	29460.png	day hours	0	True	False	False	False	False	False	False	0
23h15	23h15	29462	29462.png	day hours	0	True	False	False	False	False	False	False	0
23h30	23h30	29464	29464.png	day hours	0	True	False	False	False	False	False	False	0
23h45	23h45	29526	29526.png	day hours	0	True	False	False	False	False	False	False	0
24	24	29286	29286.png	number	0	False	False	False	False	False	False	False	0
24 décembre	24 décembre	8260	8260.png	christmas,religious event,christianity	0	False	False	False	False	False	True	True	0
25	25	29288	29288.png	number	0	False	False	False	False	False	False	False	0
25 décembre	25 décembre	3092	3092.png	christmas,core vocabulary-time	0	False	False	False	True	False	False	False	0
26	26	29290	29290.png	number	0	False	False	False	False	False	False	False	0
27	27	29292	29292.png	number	0	False	False	False	False	False	False	False	0
28	28	29294	29294.png	number	0	False	False	False	False	False	False	False	0
29	29	29296	29296.png	number	0	True	False	False	False	False	False	False	0
2:00	2:00	29476	29476.png	day hours	0	True	False	False	False	False	False	False	0
2:15	2:15	29478	29478.png	day hours	0	True	False	False	False	False	False	False	0
2:30	2:30	29480	29480.png	day hours	0	True	False	False	False	False	False	False	0
2:45	2:45	29532	29532.png	day hours	0	True	False	False	False	False	False	False	0
2/4	2/4	5516	5516.png	mathematics	0	False	False	False	False	False	False	False	0
2e	2e	28315,28319,28320	28315.png,28319.png,28320.png	ordinal adjective,athlete:ordinal adjective,athlete:ordinal adjective,athlete	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
2h00	2h00	29476	29476.png	day hours	0	True	False	False	False	False	False	False	0
2h15	2h15	29478	29478.png	day hours	0	True	False	False	False	False	False	False	0
2h30	2h30	29480	29480.png	day hours	0	True	False	False	False	False	False	False	0
2h45	2h45	29532	29532.png	day hours	0	True	False	False	False	False	False	False	0
2ème	2ème	28315,28319,28320	28315.png,28319.png,28320.png	ordinal adjective,athlete:ordinal adjective,athlete:ordinal adjective,athlete	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
3	3	2629,4891,7283,35681	2629.png,4891.png,7283.png,35681.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
3 rois mages	3 rois mages	3124,26390	3124.png,26390.png	religious character,christianity,christmas:religious character,christianity,christmas,core vocabulary-religion,core vocabulary-time	0,0	False,True	False,False	False,False	False,True	False,False	True,False	False,False	0,0
30	30	29298	29298.png	number	0	False	False	False	False	False	False	False	0
300	300	29300	29300.png	number	0	False	False	False	False	False	False	False	0
31	31	29302	29302.png	number	0	False	False	False	False	False	False	False	0
31 décembre	31 décembre	8261,32534	8261.png,32534.png	new year:new year	0,0	False,True	False,False	False,False	False,False	False,False	True,False	True,False	0,0
32	32	29304	29304.png	number	0	False	False	False	False	False	False	False	0
33	33	29306	29306.png	number	0	False	False	False	False	False	False	False	0
33 tours	33 tours	9187	9187.png	music device	0	False	False	False	False	False	False	False	0
34	34	29308	29308.png	number	0	False	False	False	False	False	False	False	0
35	35	29310	29310.png	number	0	False	False	False	False	False	False	False	0
36	36	29312	29312.png	number	0	False	False	False	False	False	False	False	0
37	37	29314	29314.png	number	0	True	False	False	False	False	False	False	0
38	38	29316	29316.png	number	0	False	False	False	False	False	False	False	0
39	39	29318	29318.png	number	0	False	False	False	False	False	False	False	0
3:00	3:00	29482	29482.png	day hours	0	True	False	False	False	False	False	False	0
3:15	3:15	29484	29484.png	day hours	0	True	False	False	False	False	False	False	0
3:30	3:30	29486	29486.png	day hours	0	True	False	False	False	False	False	False	0
3:45	3:45	29534	29534.png	day hours	0	True	False	False	False	False	False	False	0
3/4	3/4	9047	9047.png	mathematics	0	True	False	False	False	False	False	False	0
3d	3d	34995	34995.png	drawing,cinema	0	False	False	False	False	False	False	False	0
3e	3e	28327,28329,28330	28327.png,28329.png,28330.png	ordinal adjective,athlete:ordinal adjective,athlete:ordinal adjective,athlete	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
3h00	3h00	29482	29482.png	day hours	0	True	False	False	False	False	False	False	0
3h15	3h15	29484	29484.png	day hours	0	True	False	False	False	False	False	False	0
3h30	3h30	29486	29486.png	day hours	0	True	False	False	False	False	False	False	0
3h45	3h45	29534	29534.png	day hours	0	True	False	False	False	False	False	False	0
3ème	3ème	28327,28329,28330	28327.png,28329.png,28330.png	ordinal adjective,athlete:ordinal adjective,athlete:ordinal adjective,athlete	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	True,True,False	0,0,0
4	4	2630,4892,7005,35665	2630.png,4892.png,7005.png,35665.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
40	40	29320	29320.png	number	0	False	False	False	False	False	False	False	0
400	400	29322	29322.png	number	0	False	False	False	False	False	False	False	0
41	41	29324	29324.png	number	0	False	False	False	False	False	False	False	0
42	42	29326	29326.png	number	0	True	False	False	False	False	False	False	0
43	43	29328	29328.png	number	0	False	False	False	False	False	False	False	0
44	44	29330	29330.png	number	0	False	False	False	False	False	False	False	0
45	45	29332	29332.png	number	0	False	False	False	False	False	False	False	0
46	46	29334	29334.png	number	0	False	False	False	False	False	False	False	0
47	47	29336	29336.png	number	0	False	False	False	False	False	False	False	0
48	48	29338	29338.png	number	0	False	False	False	False	False	False	False	0
49	49	29340	29340.png	number	0	False	False	False	False	False	False	False	0
4:00	4:00	29488	29488.png	day hours	0	True	False	False	False	False	False	False	0
4:15	4:15	29490	29490.png	day hours	0	True	False	False	False	False	False	False	0
4:30	4:30	29492	29492.png	day hours	0	True	False	False	False	False	False	False	0
4:45	4:45	29536	29536.png	day hours	0	True	False	False	False	False	False	False	0
4/4	4/4	5455	5455.png	basic concepts	0	True	False	False	False	False	False	False	0
4h00	4h00	29488	29488.png	day hours	0	True	False	False	False	False	False	False	0
4h15	4h15	29490	29490.png	day hours	0	True	False	False	False	False	False	False	0
4h30	4h30	29492	29492.png	day hours	0	True	False	False	False	False	False	False	0
4h45	4h45	29536	29536.png	day hours	0	True	False	False	False	False	False	False	0
4x4	4x4	3223	3223.png	land transport	0	False	False	False	False	False	False	False	0
5	5	2631,4893,6979,35631	2631.png,4893.png,6979.png,35631.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
5 centimes	5 centimes	4779,4779	4779.png,4779.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
5 euros	5 euros	4780,4780	4780.png,4780.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
50	50	29342	29342.png	number	0	False	False	False	False	False	False	False	0
50 centimes	50 centimes	4785,4785	4785.png,4785.png	coin:coin	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
50 euros	50 euros	4786,4786	4786.png,4786.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
500	500	29344	29344.png	number	0	False	False	False	False	False	False	False	0
500 euros	500 euros	4789,4789	4789.png,4789.png	bill:bill	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
51	51	29346	29346.png	number	0	False	False	False	False	False	False	False	0
52	52	29348	29348.png	number	0	False	False	False	False	False	False	False	0
53	53	29350	29350.png	number	0	False	False	False	False	False	False	False	0
54	54	29352	29352.png	number	0	False	False	False	False	False	False	False	0
55	55	29354	29354.png	number	0	False	False	False	False	False	False	False	0
56	56	29356	29356.png	number	0	False	False	False	False	False	False	False	0
57	57	29358	29358.png	number	0	False	False	False	False	False	False	False	0
58	58	29360	29360.png	number	0	False	False	False	False	False	False	False	0
59	59	29362	29362.png	number	0	False	False	False	False	False	False	False	0
5:00	5:00	29494	29494.png	day hours	0	True	False	False	False	False	False	False	0
5:15	5:15	29496	29496.png	day hours	0	True	False	False	False	False	False	False	0
5:30	5:30	29498	29498.png	day hours	0	True	False	False	False	False	False	False	0
5:45	5:45	29538	29538.png	day hours	0	True	False	False	False	False	False	False	0
5h00	5h00	29494	29494.png	day hours	0	True	False	False	False	False	False	False	0
5h15	5h15	29496	29496.png	day hours	0	True	False	False	False	False	False	False	0
5h30	5h30	29498	29498.png	day hours	0	True	False	False	False	False	False	False	0
5h45	5h45	29538	29538.png	day hours	0	True	False	False	False	False	False	False	0
6	6	2632,4894,7241,35683	2632.png,4894.png,7241.png,35683.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
6 janvier	6 janvier	5072	5072.png	christmas,religious event,christianity	0	False	False	False	False	False	False	False	0
60	60	29364	29364.png	number	0	False	False	False	False	False	False	False	0
60 minutes	60 minutes	7129	7129.png	unit of time,core vocabulary-time	0	True	False	False	True	False	False	False	0
60 mn	60 mn	7129	7129.png	unit of time,core vocabulary-time	0	True	False	False	True	False	False	False	0
600	600	29384	29384.png	number	0	False	False	False	False	False	False	False	0
61	61	29366	29366.png	number	0	False	False	False	False	False	False	False	0
62	62	29368	29368.png	number	0	False	False	False	False	False	False	False	0
63	63	29370	29370.png	number	0	False	False	False	False	False	False	False	0
64	64	29372	29372.png	number	0	False	False	False	False	False	False	False	0
65	65	29374	29374.png	number	0	False	False	False	False	False	False	False	0
66	66	29376	29376.png	number	0	False	False	False	False	False	False	False	0
67	67	29378	29378.png	number	0	False	False	False	False	False	False	False	0
68	68	29380	29380.png	number	0	False	False	False	False	False	False	False	0
69	69	29382	29382.png	number	0	False	False	False	False	False	False	False	0
6:00	6:00	29500	29500.png	day hours	0	True	False	False	False	False	False	False	0
6:15	6:15	29502	29502.png	day hours	0	True	False	False	False	False	False	False	0
6:30	6:30	29504	29504.png	day hours	0	True	False	False	False	False	False	False	0
6:45	6:45	29540	29540.png	day hours	0	True	False	False	False	False	False	False	0
6h00	6h00	29500	29500.png	day hours	0	True	False	False	False	False	False	False	0
6h15	6h15	29502	29502.png	day hours	0	True	False	False	False	False	False	False	0
6h30	6h30	29504	29504.png	day hours	0	True	False	False	False	False	False	False	0
6h45	6h45	29540	29540.png	day hours	0	True	False	False	False	False	False	False	0
7	7	2633,4895,7248,35685	2633.png,4895.png,7248.png,35685.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
70	70	29388	29388.png	number	0	False	False	False	False	False	False	False	0
700	700	29386	29386.png	number	0	False	False	False	False	False	False	False	0
72	72	29392	29392.png	number	0	False	False	False	False	False	False	False	0
74	74	29396	29396.png	number	0	False	False	False	False	False	False	False	0
75	75	29398	29398.png	number	0	False	False	False	False	False	False	False	0
76	76	29400	29400.png	number	0	False	False	False	False	False	False	False	0
77	77	29402	29402.png	number	0	False	False	False	False	False	False	False	0
78	78	29404	29404.png	number	0	False	False	False	False	False	False	False	0
79	79	29406	29406.png	number	0	False	False	False	False	False	False	False	0
7:00	7:00	29506	29506.png	day hours	0	True	False	False	False	False	False	False	0
7:15	7:15	29508	29508.png	day hours	0	True	False	False	False	False	False	False	0
7:30	7:30	29510	29510.png	day hours	0	True	False	False	False	False	False	False	0
7h00	7h00	29506	29506.png	day hours	0	True	False	False	False	False	False	False	0
7h15	7h15	29508	29508.png	day hours	0	True	False	False	False	False	False	False	0
7h30	7h30	29498,29510	29498.png,29510.png	day hours:day hours	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
7h45	7h45	29542	29542.png	day hours	0	True	False	False	False	False	False	False	0
8	8	2634,4896,7189,35687	2634.png,4896.png,7189.png,35687.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
80	80	29410	29410.png	number	0	False	False	False	False	False	False	False	0
800	800	29408	29408.png	number	0	False	False	False	False	False	False	False	0
81	81	29412	29412.png	number	0	False	False	False	False	False	False	False	0
82	82	29414	29414.png	number	0	False	False	False	False	False	False	False	0
83	83	29416	29416.png	number	0	False	False	False	False	False	False	False	0
84	84	29418	29418.png	number	0	False	False	False	False	False	False	False	0
85	85	29420	29420.png	number	0	False	False	False	False	False	False	False	0
86	86	29422	29422.png	number	0	False	False	False	False	False	False	False	0
87	87	29424	29424.png	number	0	False	False	False	False	False	False	False	0
88	88	29426	29426.png	number	0	False	False	False	False	False	False	False	0
89	89	29428	29428.png	number	0	False	False	False	False	False	False	False	0
8:00	8:00	29512	29512.png	day hours	0	True	False	False	False	False	False	False	0
8:15	8:15	29514	29514.png	day hours	0	True	False	False	False	False	False	False	0
8:30	8:30	29516	29516.png	day hours	0	True	False	False	False	False	False	False	0
8h00	8h00	29512	29512.png	day hours	0	True	False	False	False	False	False	False	0
8h15	8h15	29514	29514.png	day hours	0	True	False	False	False	False	False	False	0
8h30	8h30	29516	29516.png	day hours	0	True	False	False	False	False	False	False	0
8h45	8h45	29544	29544.png	day hours	0	True	False	False	False	False	False	False	0
